datetime	wtr_0.5	wtr_1	wtr_1.5	wtr_2	wtr_2.5	wtr_3	wtr_3.5	wtr_4	wtr_4.5	wtr_5	wtr_5.5	wtr_6	wtr_6.5	wtr_7	wtr_7.5	wtr_8	wtr_8.5	wtr_9	wtr_9.5	wtr_10	wtr_10.5	wtr_11	wtr_11.5	wtr_12	wtr_12.5	wtr_13	wtr_13.5	wtr_14	wtr_14.5	wtr_15
2010-06-19 04:00:00	15.976	15.972	15.97	15.966	15.963	15.956	15.942	15.922	15.866	15.794	15.693	15.648	15.325	15.054	14.109	13.816	13.641	13.215	12.739	12.553	12.132	11.746	11.45	11.316	11.103	10.851	10.631	10.566	10.498	10.415
2010-06-19 05:00:00	15.956	15.948	15.947	15.947	15.943	15.94	15.927	15.887	15.841	15.774	15.668	15.598	15.26	14.894	14.109	13.981	13.466	13.125	12.824	12.458	12.037	11.846	11.585	11.336	11.083	10.756	10.596	10.576	10.553	10.49
2010-06-19 06:00:00	15.961	15.954	15.95	15.946	15.945	15.941	15.912	15.852	15.771	15.684	15.618	15.563	15.24	14.999	14.259	13.741	13.351	13	12.764	12.408	12.192	12.091	11.75	11.311	11.093	10.941	10.661	10.646	10.625	10.58
2010-06-19 07:00:00	15.956	15.948	15.94	15.934	15.931	15.912	15.857	15.777	15.696	15.634	15.588	15.458	15.245	15.119	14.454	13.621	13.356	12.955	12.659	12.483	12.422	12.326	11.85	11.496	11.258	11.076	10.756	10.714	10.691	10.655
2010-06-19 08:00:00	15.951	15.941	15.93	15.917	15.909	15.901	15.817	15.732	15.691	15.654	15.603	15.553	15.395	15.254	14.574	13.786	13.381	12.975	12.849	12.493	12.472	12.376	11.955	11.511	11.373	11.121	10.761	10.726	10.71	10.68
2010-06-19 09:00:00	16.116	16.077	16.05	16.01	15.981	15.926	15.802	15.729	15.696	15.674	15.628	15.573	15.49	15.424	14.694	13.896	13.336	13.035	12.964	12.628	12.487	12.351	12.125	11.471	11.343	11.101	10.816	10.777	10.738	10.69
2010-06-19 10:00:00	16.361	16.263	16.195	16.012	15.996	15.931	15.812	15.712	15.681	15.654	15.618	15.543	15.473	15.424	14.729	14.076	13.281	12.99	12.854	12.728	12.692	12.351	12.16	11.546	11.318	11.261	10.996	10.811	10.728	10.645
2010-06-19 11:00:00	16.506	16.328	16.17	16.002	15.951	15.866	15.737	15.672	15.651	15.639	15.583	15.478	15.418	15.384	14.634	14.041	13.426	13.005	12.829	12.713	12.662	12.446	12.155	11.631	11.283	11.206	11.101	10.811	10.708	10.645
2010-06-19 12:00:00	16.776	16.533	16.06	15.912	15.871	15.781	15.682	15.662	15.626	15.594	15.533	15.418	15.34	15.279	14.579	13.851	13.381	13.012	12.864	12.793	12.582	12.486	12.235	11.516	11.213	11.166	11.091	10.791	10.683	10.625
2010-06-19 13:00:00	17.011	16.783	16.24	15.922	15.871	15.796	15.712	15.682	15.606	15.584	15.548	15.433	15.32	15.254	14.564	13.961	13.426	12.9	12.869	12.843	12.557	12.436	12.065	11.256	11.158	11.141	11.111	10.886	10.738	10.655
2010-06-19 14:00:00	17.046	16.748	16.29	16.037	15.926	15.876	15.787	15.722	15.641	15.599	15.558	15.423	15.285	14.739	14.104	13.711	13.211	12.96	12.909	12.873	12.667	12.416	11.95	11.446	11.188	11.176	11.151	11.041	10.828	10.7
2010-06-19 15:00:00	16.409	16.409	16.4	16.352	16.096	15.946	15.787	15.727	15.636	15.549	15.503	15.448	15.225	14.339	13.974	13.686	13.171	13.085	13.047	13.033	12.757	12.561	12.31	11.851	11.393	11.284	11.261	11.221	10.933	10.785
2010-06-19 16:00:00	16.681	16.672	16.63	16.542	16.311	15.921	15.777	15.697	15.616	15.539	15.483	15.323	14.55	14.289	13.959	13.521	13.251	13.1	13.029	12.963	12.667	12.491	12.07	11.786	11.503	11.371	11.281	11.076	10.848	10.79
2010-06-19 17:00:00	16.946	16.918	16.85	16.677	16.126	15.776	15.662	15.552	15.541	15.494	15.168	14.663	14.5	14.309	13.839	13.471	13.226	13.115	13.054	12.958	12.762	12.536	12.25	11.771	11.608	11.421	11.196	10.901	10.798	10.7
2010-06-19 18:00:00	16.736	16.708	16.62	16.397	15.721	15.606	15.507	15.469	15.456	15.439	15.273	14.883	14.725	14.594	14.294	14.026	13.596	13.29	13.169	13.093	13.047	12.741	12.505	12.136	11.753	11.496	11.206	10.971	10.873	10.685
2010-06-19 19:00:00	16.651	16.633	16.54	16.232	15.566	15.446	15.412	15.401	15.39	15.367	15.343	15.118	14.91	14.764	14.454	14.116	13.801	13.415	13.224	13.16	13.132	12.876	12.595	12.301	11.843	11.601	11.416	11.201	10.998	10.775
2010-06-19 20:00:00	16.311	16.268	16.18	16.002	15.546	15.446	15.407	15.398	15.387	15.348	15.308	15.158	14.955	14.809	14.554	14.101	13.881	13.53	13.264	13.226	13.187	13.011	12.585	12.061	11.783	11.526	11.291	11.036	10.903	10.61
2010-06-19 21:00:00	15.996	15.983	15.95	15.917	15.836	15.626	15.532	15.442	15.421	15.399	15.378	15.233	15.025	14.779	14.459	13.996	13.816	13.595	13.434	13.263	13.182	13.081	12.54	11.901	11.663	11.471	11.361	11.181	10.978	10.75
2010-06-19 22:00:00	15.858	15.854	15.844	15.837	15.811	15.787	15.752	15.692	15.591	15.454	15.303	15.183	14.93	14.724	14.509	14.046	13.926	13.745	13.589	13.368	13.227	13.131	12.685	12.121	11.898	11.711	11.621	11.416	11.053	10.835
2010-06-19 23:00:00	15.801	15.793	15.765	15.757	15.751	15.742	15.736	15.732	15.729	15.699	15.598	15.193	14.9	14.789	14.614	14.201	14.146	14.01	13.654	13.508	13.357	13.286	13.175	12.711	12.033	11.846	11.691	11.286	10.968	10.77
2010-06-20 00:00:00	15.741	15.737	15.72	15.712	15.706	15.7	15.697	15.694	15.686	15.674	15.648	15.533	15.165	14.839	14.539	14.246	14.156	13.925	13.644	13.573	13.442	13.301	12.965	12.811	12.623	12.246	11.941	11.346	11.053	10.86
2010-06-20 01:00:00	15.766	15.766	15.76	15.752	15.736	15.726	15.724	15.722	15.696	15.659	15.643	15.623	15.19	14.719	14.429	14.296	14.146	13.89	13.764	13.603	13.407	13.281	13.255	13.141	12.938	12.681	12.101	11.741	11.243	10.965
2010-06-20 02:00:00	15.776	15.768	15.759	15.752	15.741	15.731	15.729	15.727	15.721	15.694	15.668	15.658	15.595	15.244	14.564	14.436	14.236	13.965	13.864	13.763	13.497	13.391	13.36	13.331	13.123	12.531	12.121	11.686	11.168	10.885
2010-06-20 03:00:00	15.823	15.823	15.822	15.817	15.801	15.793	15.79	15.788	15.776	15.749	15.713	15.688	15.62	15.569	14.659	14.551	14.286	14.105	13.964	13.883	13.667	13.471	13.395	13.386	13.098	12.451	12.221	11.631	11.158	10.875
2010-06-20 04:00:00	15.851	15.847	15.84	15.838	15.835	15.829	15.827	15.818	15.813	15.796	15.763	15.713	15.67	15.609	14.799	14.521	14.226	14.14	13.944	13.823	13.692	13.516	13.425	13.381	13.363	12.646	12.266	11.341	10.658	10.495
2010-06-20 05:00:00	15.886	15.862	15.85	15.848	15.847	15.845	15.844	15.842	15.837	15.833	15.808	15.748	15.74	15.684	14.684	14.371	14.191	14.005	13.879	13.778	13.717	13.521	13.41	13.326	12.893	12.366	11.406	10.716	10.618	10.405
2010-06-20 06:00:00	15.886	15.869	15.85	15.846	15.842	15.838	15.836	15.823	15.817	15.794	15.733	15.712	15.69	15.402	14.559	14.296	14.171	14.055	13.929	13.741	13.682	13.511	13.415	13.301	12.908	11.981	10.956	10.751	10.733	10.455
2010-06-20 07:00:00	15.911	15.896	15.88	15.875	15.87	15.861	15.837	15.784	15.771	15.754	15.658	15.634	15.61	15.069	14.529	14.306	14.111	14.02	14.004	13.808	13.777	13.516	13.425	13.351	12.978	12.021	11.066	10.861	10.698	10.41
2010-06-20 08:00:00	15.971	15.954	15.949	15.944	15.928	15.914	15.867	15.802	15.736	15.654	15.598	15.558	15.54	15.124	14.709	14.261	14.056	14.025	14.002	13.908	13.822	13.466	13.38	13.321	12.928	11.681	11.056	10.946	10.668	10.365
2010-06-20 09:00:00	15.981	15.973	15.97	15.965	15.957	15.947	15.887	15.827	15.731	15.639	15.563	15.518	15.495	15.479	14.329	14.276	14.091	14.058	14.024	13.898	13.667	13.391	13.345	13.246	12.833	11.946	11.276	11.026	10.663	10.43
2010-06-20 10:00:00	15.966	15.959	15.954	15.951	15.948	15.936	15.902	15.872	15.776	15.709	15.598	15.508	15.47	15.419	14.469	14.346	14.156	14.085	14.034	13.883	13.527	13.376	13.325	13.206	12.703	12.311	11.331	10.861	10.543	10.405
2010-06-20 11:00:00	15.974	15.971	15.968	15.966	15.956	15.946	15.932	15.907	15.876	15.819	15.718	15.588	15.49	15.319	14.649	14.426	14.286	14.225	14.099	13.963	13.682	13.483	13.4	13.311	12.988	12.306	11.171	10.736	10.548	10.455
2010-06-20 12:00:00	16.031	16.008	16.006	15.987	15.981	15.961	15.947	15.932	15.931	15.919	15.863	15.758	15.62	15.489	15.069	14.676	14.451	14.385	14.324	14.123	13.887	13.626	13.395	13.361	13.173	12.326	11.261	10.836	10.668	10.555
2010-06-20 13:00:00	16.251	16.188	16.12	16.088	16.062	16.03	15.997	15.979	15.976	15.964	15.883	15.834	15.816	15.774	15.429	14.871	14.646	14.435	14.364	14.033	13.882	13.591	13.375	13.336	13.278	13.126	11.971	10.901	10.703	10.525
2010-06-20 14:00:00	16.151	16.137	16.123	16.096	16.067	16.037	16.014	16.003	15.976	15.949	15.927	15.9	15.875	15.844	15.644	15.161	14.756	14.6	14.389	14.078	13.807	13.666	13.445	13.391	13.278	13.081	11.536	10.811	10.588	10.475
2010-06-20 15:00:00	16.169	16.169	16.158	16.146	16.106	16.093	16.09	16.085	16.071	16.054	16.05	16.036	16.005	15.929	15.829	15.746	15.306	14.875	14.739	14.398	13.972	13.701	13.525	13.471	13.308	12.401	11.146	10.751	10.598	10.515
2010-06-20 16:00:00	16.336	16.323	16.305	16.292	16.281	16.246	16.222	16.207	16.191	16.149	16.103	16.048	15.995	15.924	15.739	15.441	15.116	14.585	14.219	13.933	13.622	13.501	13.39	13.096	12.253	11.201	10.816	10.726	10.658	10.58
2010-06-20 17:00:00	16.331	16.323	16.305	16.297	16.281	16.261	16.257	16.247	16.231	16.184	16.128	16.063	15.845	15.389	14.849	14.436	14.111	13.925	13.719	13.558	13.412	13.321	13.055	12.466	11.343	10.796	10.591	10.506	10.423	10.36
2010-06-20 18:00:00	16.321	16.313	16.3	16.292	16.285	16.271	16.263	16.257	16.251	16.194	16.058	15.813	15.02	14.504	14.254	13.951	13.821	13.755	13.634	13.528	13.417	13.311	13.14	12.801	11.818	11.286	10.946	10.751	10.613	10.42
2010-06-20 19:00:00	16.371	16.363	16.35	16.346	16.341	16.316	16.307	16.282	16.221	15.864	15.173	14.808	14.56	14.389	14.169	13.936	13.831	13.67	13.554	13.533	13.507	13.381	13.245	12.916	11.918	11.246	10.831	10.496	10.328	10.255
2010-06-20 20:00:00	16.326	16.322	16.313	16.307	16.296	16.276	16.247	15.992	15.141	14.664	14.543	14.463	14.315	14.199	14.149	14.086	13.926	13.735	13.564	13.548	13.537	13.501	13.34	13.176	12.023	11.511	11.046	10.621	10.403	10.32
2010-06-20 21:00:00	16.226	16.222	16.205	16.197	16.176	16.136	16.037	15.492	14.736	14.544	14.508	14.448	14.36	14.284	14.214	14.161	14.096	14.025	13.809	13.713	13.657	13.616	13.57	13.306	12.403	11.736	11.256	10.756	10.558	10.405
2010-06-20 22:00:00	16.156	16.148	16.135	16.127	16.101	16.056	15.977	15.702	15.261	14.884	14.753	14.698	14.55	14.419	14.364	14.351	14.266	14.06	13.824	13.738	13.687	13.601	13.15	12.266	11.428	11.101	10.871	10.636	10.458	10.32
2010-06-20 23:00:00	16.069	16.065	16.055	16.047	16.026	15.996	15.982	15.902	15.756	15.509	14.888	14.713	14.525	14.434	14.379	14.306	14.156	13.98	13.809	13.773	13.612	13.196	11.865	11.281	11.168	11.051	10.931	10.706	10.518	10.33
2010-06-21 00:00:00	16.018	16.014	16.011	16.007	15.996	15.989	15.982	15.957	15.911	15.544	14.793	14.628	14.505	14.434	14.304	14.106	14.056	13.97	13.839	13.713	13.422	12.841	11.905	11.611	11.328	11.206	11.051	10.851	10.633	10.495
2010-06-21 01:00:00	15.996	15.996	15.992	15.987	15.981	15.973	15.97	15.967	15.961	15.759	14.918	14.703	14.58	14.499	14.344	14.263	14.141	14.08	14.004	13.918	13.562	12.921	12.025	11.276	10.873	10.846	10.826	10.726	10.628	10.445
2010-06-21 02:00:00	15.991	15.983	15.973	15.97	15.965	15.956	15.953	15.947	15.931	15.389	14.818	14.758	14.695	14.599	14.509	14.441	14.301	14.125	14.074	14.013	13.497	12.606	11.615	10.846	10.783	10.761	10.751	10.726	10.638	10.42
2010-06-21 03:00:00	15.946	15.942	15.939	15.934	15.931	15.927	15.922	15.912	15.901	15.464	14.758	14.728	14.65	14.579	14.539	14.386	14.261	14.2	14.144	13.983	13.567	12.896	11.81	10.956	10.803	10.776	10.761	10.701	10.603	10.34
2010-06-21 04:00:00	15.956	15.943	15.94	15.937	15.934	15.931	15.927	15.907	15.826	15.094	14.763	14.738	14.715	14.629	14.579	14.491	14.296	14.19	13.964	13.788	13.517	13.096	12.545	11.631	11.043	10.856	10.796	10.736	10.623	10.435
2010-06-21 05:00:00	15.916	15.912	15.911	15.91	15.908	15.907	15.897	15.887	15.856	15.624	14.918	14.818	14.67	14.629	14.589	14.406	14.231	14.035	13.659	13.588	13.182	12.936	12.31	11.946	11.318	11.066	10.951	10.831	10.748	10.62
2010-06-21 06:00:00	15.881	15.873	15.87	15.87	15.87	15.866	15.862	15.852	15.851	15.814	15.423	14.933	14.67	14.634	14.559	14.346	14.116	13.895	13.664	13.563	13.467	13.026	12.2	11.751	11.498	11.331	11.151	11.031	10.838	10.72
2010-06-21 07:00:00	15.841	15.834	15.833	15.832	15.831	15.83	15.825	15.817	15.811	15.764	15.423	15.008	14.685	14.604	14.464	14.401	14.336	14.2	14.009	13.778	13.542	13.111	12.145	11.916	11.553	11.181	10.976	10.871	10.803	10.685
2010-06-21 08:00:00	15.811	15.806	15.804	15.803	15.801	15.8	15.797	15.787	15.766	15.719	15.473	15.048	14.78	14.649	14.549	14.441	14.351	14.155	13.934	13.658	13.462	12.921	12.25	11.856	11.268	10.996	10.826	10.801	10.768	10.69
2010-06-21 09:00:00	15.766	15.759	15.758	15.757	15.756	15.754	15.747	15.737	15.721	15.694	15.588	15.418	15	14.729	14.524	14.351	14.176	13.995	13.874	13.638	13.507	13.226	12.21	11.696	11.123	10.956	10.811	10.776	10.728	10.62
2010-06-21 10:00:00	15.811	15.804	15.803	15.802	15.797	15.792	15.782	15.767	15.761	15.749	15.678	15.513	15.085	14.669	14.549	14.356	14.166	14	13.764	13.538	13.387	13.031	12.365	11.966	11.178	10.941	10.776	10.746	10.698	10.61
2010-06-21 11:00:00	15.911	15.895	15.883	15.878	15.87	15.853	15.832	15.797	15.791	15.774	15.693	15.583	14.965	14.734	14.599	14.341	14.076	13.87	13.774	13.538	13.007	12.561	12.045	11.576	11.183	10.831	10.706	10.701	10.683	10.57
2010-06-21 12:00:00	16.096	16.038	16.035	16.008	15.991	15.936	15.862	15.812	15.791	15.769	15.693	15.598	15.375	14.904	14.564	14.311	14.076	13.725	13.549	13.223	12.737	12.346	12.045	11.536	11.003	10.696	10.666	10.662	10.658	10.53
2010-06-21 13:00:00	16.136	16.116	16.095	16.062	16.026	15.946	15.832	15.797	15.761	15.739	15.673	15.613	15.34	15.134	14.519	14.291	13.896	13.6	13.424	13.103	12.682	12.291	11.79	11.281	10.728	10.671	10.663	10.654	10.602	10.55
2010-06-21 14:00:00	16.116	16.099	16.08	16.057	16.031	15.976	15.887	15.817	15.751	15.714	15.653	15.538	15.35	14.894	14.399	14.191	13.936	13.56	13.334	13.018	12.787	12.586	11.945	11.346	10.863	10.721	10.681	10.676	10.618	10.475
2010-06-21 15:00:00	16.101	16.073	16.07	16.052	16.031	15.971	15.877	15.802	15.721	15.694	15.658	15.573	15.225	14.669	14.294	14.076	13.891	13.7	13.454	13.143	12.982	12.711	12.125	11.861	11.163	10.856	10.746	10.706	10.648	10.47
2010-06-21 16:00:00	16.081	16.068	16.065	16.047	16.001	15.936	15.867	15.797	15.726	15.694	15.673	15.518	15.27	15.034	14.349	14.011	13.926	13.865	13.709	13.198	13.002	12.856	12.505	11.971	11.308	10.926	10.831	10.746	10.673	10.605
2010-06-21 17:00:00	16.116	16.098	16.095	16.072	16.026	15.936	15.862	15.792	15.766	15.739	15.688	15.493	15.3	15.179	14.684	14.321	14.101	13.945	13.644	13.198	13.132	12.956	12.055	11.526	11.038	10.876	10.776	10.716	10.683	10.62
2010-06-21 18:00:00	16.161	16.138	16.13	16.112	16.081	15.976	15.887	15.832	15.811	15.764	15.713	15.558	15.375	15.174	14.829	14.441	14.241	14.01	13.604	13.308	13.212	13.016	11.92	11.451	11.048	10.846	10.751	10.736	10.723	10.675
2010-06-21 19:00:00	16.088	16.079	16.072	16.07	16.061	16.011	15.957	15.902	15.871	15.824	15.773	15.598	15.445	15.134	14.874	14.521	14.176	13.91	13.549	13.283	13.087	12.411	11.825	11.446	11.058	10.806	10.801	10.776	10.733	10.68
2010-06-21 20:00:00	16.021	16.013	16.01	16.002	15.991	15.976	15.973	15.962	15.941	15.909	15.798	15.543	15.4	15.119	14.799	14.486	14.106	13.77	13.519	13.268	12.952	12.161	11.815	11.446	11.028	10.856	10.841	10.791	10.698	10.62
2010-06-21 21:00:00	16.011	16.003	15.99	15.977	15.974	15.971	15.968	15.962	15.957	15.954	15.668	15.463	15.3	15.004	14.544	14.206	14.011	13.725	13.369	13.238	12.932	12.386	11.985	11.631	11.303	11.031	10.866	10.781	10.678	10.575
2010-06-21 22:00:00	16.059	16.059	16.05	16.032	16.011	15.975	15.967	15.952	15.943	15.929	15.608	15.383	15.14	14.669	14.339	14.171	14.026	13.915	13.624	13.408	13.102	12.621	12.205	11.911	11.583	11.111	10.916	10.811	10.643	10.595
2010-06-21 23:00:00	16.064	16.059	16.05	16.042	16.016	15.998	15.992	15.972	15.961	15.924	15.408	15.338	15.22	14.894	14.479	14.371	14.211	14.045	13.729	13.393	13.017	12.711	12.495	12.191	11.633	11.021	10.881	10.806	10.668	10.61
2010-06-22 00:00:00	16.023	16.014	16.005	15.997	15.991	15.985	15.982	15.976	15.97	15.949	15.588	15.448	15.335	15.164	14.824	14.641	14.451	14.225	13.919	13.608	13.122	12.831	12.595	12.001	11.343	10.996	10.861	10.806	10.683	10.6
2010-06-22 01:00:00	15.979	15.974	15.97	15.967	15.961	15.951	15.949	15.947	15.946	15.939	15.903	15.708	15.475	15.304	15.044	14.761	14.531	14.19	13.999	13.718	13.152	12.876	12.64	11.731	11.303	11.096	10.946	10.851	10.758	10.655
2010-06-22 02:00:00	16.004	16.004	16.002	15.997	15.981	15.974	15.972	15.966	15.956	15.944	15.933	15.924	15.87	15.494	15.244	14.871	14.536	14.16	14.074	13.808	13.257	12.851	12.38	11.756	11.408	11.136	11.016	10.886	10.778	10.675
2010-06-22 03:00:00	16.044	16.044	16.035	16.028	16.011	16.008	16.005	16	15.996	15.974	15.973	15.937	15.9	15.564	15.274	14.996	14.486	14.255	14.124	13.853	13.182	12.826	11.975	11.586	11.223	11.061	10.916	10.871	10.748	10.65
2010-06-22 04:00:00	16.086	16.068	16.06	16.057	16.054	16.049	16.046	16.038	16.033	16.008	15.978	15.953	15.865	15.529	15.234	14.971	14.516	14.345	14.269	13.838	13.312	12.821	11.915	11.526	11.273	11.136	10.881	10.836	10.793	10.665
2010-06-22 05:00:00	16.091	16.066	16.04	16.036	16.034	16.032	16.028	16.023	16.016	15.991	15.953	15.888	15.74	15.464	15.214	14.841	14.616	14.48	14.264	13.688	13.357	12.926	12.015	11.576	11.438	11.076	10.811	10.752	10.718	10.635
2010-06-22 06:00:00	16.091	16.066	16.04	16.038	16.035	16.035	16.034	16.029	16.015	15.999	15.893	15.753	15.51	15.434	15.294	14.941	14.581	14.3	13.959	13.593	13.437	13.041	11.985	11.536	11.453	11.106	10.796	10.744	10.693	10.57
2010-06-22 07:00:00	16.171	16.121	16.079	16.072	16.068	16.067	16.062	15.994	15.971	15.954	15.868	15.733	15.44	15.414	15.319	14.996	14.426	14.075	13.844	13.638	13.447	13.011	12.055	11.581	11.448	11.136	10.881	10.809	10.738	10.57
2010-06-22 08:00:00	16.306	16.112	16.06	16.044	16.03	16.017	15.992	15.882	15.863	15.844	15.788	15.648	15.463	15.279	15.204	14.906	14.406	13.995	13.869	13.758	13.447	12.961	11.855	11.526	11.403	11.061	10.806	10.755	10.703	10.505
2010-06-22 09:00:00	16.466	16.088	16.03	16.005	15.988	15.971	15.892	15.797	15.78	15.764	15.703	15.548	15.349	15.149	15.139	14.886	14.436	14.055	13.924	13.743	13.457	12.566	11.755	11.481	11.403	10.986	10.661	10.541	10.458	10.36
2010-06-22 10:00:00	17.061	16.103	16.01	15.967	15.926	15.886	15.837	15.757	15.727	15.699	15.663	15.533	15.22	15.149	15.104	15.001	14.606	14.135	13.964	13.808	13.487	12.386	11.765	11.526	11.363	11.001	10.606	10.486	10.383	10.305
2010-06-22 11:00:00	17.341	16.083	15.985	15.932	15.876	15.846	15.817	15.747	15.713	15.679	15.663	15.593	15.365	15.204	15.064	14.996	14.656	14.14	14.004	13.838	13.502	12.596	11.905	11.531	11.103	10.671	10.466	10.416	10.328	10.28
2010-06-22 12:00:00	17.501	16.148	16.025	15.947	15.931	15.891	15.837	15.767	15.742	15.719	15.673	15.578	15.46	15.369	15.174	15.036	14.751	14.215	14.004	13.778	13.582	12.696	12.015	11.451	10.818	10.511	10.331	10.281	10.238	10.17
2010-06-22 13:00:00	17.421	16.223	16.085	15.997	15.916	15.871	15.812	15.777	15.701	15.689	15.668	15.583	15.51	15.324	15.209	15.041	14.606	14.325	13.919	13.743	13.517	12.676	11.745	11.326	10.938	10.571	10.411	10.346	10.238	10.19
2010-06-22 14:00:00	17.298	17.009	16.725	16.482	15.961	15.84	15.782	15.699	15.601	15.569	15.549	15.528	15.455	15.199	14.989	14.856	14.441	14.245	13.834	13.728	13.142	12.491	11.715	11.281	10.808	10.581	10.476	10.466	10.213	10.19
2010-06-22 15:00:00	16.961	16.952	16.895	16.767	16.391	15.776	15.708	15.692	15.656	15.609	15.604	15.553	15.23	14.974	14.644	14.391	14.046	13.83	13.669	13.483	12.752	11.971	11.37	11.136	10.808	10.601	10.496	10.451	10.343	10.275
2010-06-22 16:00:00	16.781	16.748	16.665	16.562	16.366	15.946	15.792	15.742	15.736	15.649	15.598	15.338	15.1	14.859	14.519	14.141	13.916	13.825	13.714	13.438	12.877	12.281	11.775	11.276	11.018	10.761	10.546	10.466	10.433	10.335
2010-06-22 17:00:00	16.446	16.413	16.36	16.317	16.305	16.241	16.052	15.951	15.886	15.784	15.583	15.213	15.075	14.854	14.599	14.351	14.226	14.09	13.839	13.373	12.937	12.691	12.235	11.451	11.143	10.781	10.541	10.485	10.428	10.345
2010-06-22 18:00:00	16.346	16.313	16.275	16.246	16.236	16.226	16.172	16.134	16.116	16.009	15.753	15.413	15.23	15.044	14.794	14.566	14.491	14.17	13.859	13.308	12.952	12.576	11.63	11.286	11.073	10.696	10.511	10.41	10.308	10.245
2010-06-22 19:00:00	16.276	16.263	16.24	16.222	16.218	16.201	16.192	16.184	16.175	16.169	16.158	15.973	15.545	15.319	14.999	14.656	14.446	14.135	13.709	13.003	12.727	11.961	11.69	11.261	10.958	10.661	10.511	10.291	10.268	10.225
2010-06-22 20:00:00	16.468	16.459	16.43	16.419	16.407	16.368	16.332	16.308	16.283	16.243	16.198	16.133	15.89	15.389	14.949	14.566	14.356	14.1	13.604	13.013	12.627	12.251	11.55	10.886	10.693	10.516	10.431	10.357	10.313	10.25
2010-06-22 21:00:00	16.621	16.617	16.6	16.572	16.556	16.486	16.407	16.322	16.321	16.244	16.168	16.078	15.895	15.349	14.959	14.571	14.291	14.08	13.214	12.653	12.437	11.596	11.18	10.836	10.703	10.601	10.521	10.441	10.418	10.34
2010-06-22 22:00:00	16.646	16.638	16.615	16.597	16.586	16.541	16.517	16.447	16.391	16.209	16.173	15.998	15.455	15.119	14.844	14.581	14.366	13.93	12.984	12.698	12.032	11.346	11.225	11.046	10.928	10.781	10.631	10.466	10.433	10.38
2010-06-22 23:00:00	16.691	16.683	16.66	16.652	16.646	16.616	16.612	16.572	16.466	16.259	16.128	15.733	15.34	15.184	14.959	14.511	13.931	13.125	12.534	12.168	11.607	11.191	11.09	10.906	10.698	10.546	10.481	10.401	10.338	10.28
2010-06-23 00:00:00	16.711	16.703	16.685	16.678	16.671	16.641	16.632	16.567	16.386	16.294	16.108	15.693	15.325	15.209	14.784	14.156	13.461	13.025	12.584	12.263	11.397	11.061	10.95	10.741	10.613	10.536	10.476	10.396	10.308	10.28
2010-06-23 01:00:00	16.751	16.738	16.715	16.71	16.706	16.661	16.572	16.402	16.356	16.234	15.633	15.428	15.24	15.119	14.519	14.056	13.731	13.33	12.924	12.528	11.937	11.151	10.94	10.771	10.703	10.631	10.566	10.481	10.418	10.335
2010-06-23 02:00:00	16.706	16.698	16.68	16.675	16.671	16.636	16.592	16.507	16.416	16.314	15.583	15.343	15.155	15.014	14.349	13.981	13.856	13.59	13.174	12.708	12.207	11.716	11.29	11.026	10.908	10.821	10.766	10.676	10.603	10.515
2010-06-23 03:00:00	16.641	16.633	16.62	16.612	16.606	16.571	16.507	16.432	16.331	16.219	15.963	15.473	15.245	15.049	14.824	14.411	14.236	13.935	13.484	12.858	12.232	11.756	11.465	11.221	11.093	10.951	10.871	10.761	10.623	10.53
2010-06-23 04:00:00	16.516	16.516	16.51	16.505	16.501	16.491	16.488	16.477	16.446	16.344	16.078	15.678	15.34	15.114	14.994	14.751	14.636	14.325	13.669	13.183	12.667	12.161	11.805	11.446	11.268	11.176	11.051	10.811	10.573	10.48
2010-06-23 05:00:00	16.481	16.463	16.455	16.452	16.448	16.447	16.447	16.437	16.436	16.435	16.393	16.198	15.685	15.379	15.264	15.166	15.041	14.785	13.989	13.083	12.707	12.316	11.935	11.656	11.498	11.366	11.201	10.891	10.668	10.585
2010-06-23 06:00:00	16.511	16.496	16.48	16.477	16.473	16.47	16.465	16.459	16.454	16.449	16.443	16.398	16.31	15.689	15.449	15.351	15.046	14.51	13.419	12.948	12.612	12.166	11.915	11.696	11.588	11.391	11.071	10.839	10.778	10.73
2010-06-23 07:00:00	16.521	16.507	16.502	16.5	16.498	16.497	16.495	16.489	16.486	16.469	16.443	16.393	16.32	15.899	15.619	15.381	14.791	13.825	13.164	12.698	12.127	11.771	11.55	11.451	11.343	11.116	10.911	10.839	10.743	10.675
2010-06-23 08:00:00	16.566	16.559	16.556	16.553	16.552	16.551	16.537	16.522	16.501	16.469	16.373	16.278	16.03	15.674	15.414	15.126	14.401	13.69	13.104	12.233	11.882	11.701	11.36	11.166	11.023	10.871	10.836	10.706	10.648	10.63
2010-06-23 09:00:00	16.676	16.663	16.65	16.64	16.633	16.616	16.562	16.532	16.496	16.429	16.303	16.168	15.705	15.369	14.974	14.371	13.751	13.22	12.714	12.213	12.167	12.051	11.68	11.316	11.053	10.846	10.751	10.686	10.663	10.645
2010-06-23 10:00:00	16.886	16.847	16.83	16.772	16.716	16.636	16.537	16.412	16.191	15.984	15.718	15.478	15.05	14.744	14.414	14.041	13.591	13.425	13.264	13.008	12.907	12.411	11.975	11.516	11.098	10.871	10.761	10.701	10.663	10.655
